City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
278,Alta Floresta,BR,-9.8756,-56.0861,90.39,23,6,3.15,clear sky
279,Talnakh,RU,69.4865,88.3972,56.08,65,54,6.55,broken clouds
280,Great Yarmouth,GB,52.6083,1.7305,63.95,70,100,10.78,overcast clouds
281,Lagoa,PT,39.05,-27.9833,72.39,86,80,11.23,broken clouds
282,Guaratuba,BR,-25.8828,-48.5747,70.09,89,45,4.38,scattered clouds
283,Teya,RU,60.3778,92.6267,59.32,79,99,2.42,overcast clouds
284,Bonthe,SL,7.5264,-12.505,74.95,90,100,6.76,light rain
285,Ust-Kut,RU,56.7938,105.7672,57.69,98,100,4.94,light rain
286,Longyearbyen,SJ,78.2186,15.6401,46.24,76,75,16.11,broken clouds
287,Luganville,VU,-15.5333,167.1667,80.13,81,75,4.99,broken clouds
288,Pangai,TO,-19.8,-174.35,76.3,68,11,16.8,few clouds
289,Luderitz,NA,-26.6481,15.1594,57.09,72,0,3.8,clear sky
290,Byron Bay,AU,-28.65,153.6167,50.94,65,100,7.58,overcast clouds
291,Reconquista,AR,-29.15,-59.65,80.33,50,41,7.92,scattered clouds
292,El Dorado,US,38.7666,-120.5177,97.63,31,44,1.99,scattered clouds
293,Kalmunai,LK,7.4167,81.8167,78.21,84,98,4.27,overcast clouds
294,Riyadh,SA,24.6877,46.7219,94.19,15,100,14.5,overcast clouds
295,Olinda,BR,-8.0089,-34.8553,75.97,78,54,9.24,broken clouds
296,Vardo,NO,70.3705,31.1107,60.78,82,40,14.97,scattered clouds
297,Geraldton,AU,-28.7667,114.6,57.61,67,100,10.36,overcast clouds
298,Huarmey,PE,-10.0681,-78.1522,67.19,74,6,12.55,clear sky
299,Ostrovnoy,RU,68.0531,39.5131,61.63,89,100,17.47,overcast clouds
300,Tessalit,ML,20.1986,1.0114,101.52,12,87,2.86,overcast clouds
301,Hobyo,SO,5.3505,48.5268,75.76,80,100,27.22,overcast clouds
302,Agnibilekrou,CI,7.1344,-3.2047,70.83,98,98,5.19,light rain
303,Mogadishu,SO,2.0371,45.3438,75.83,79,35,19.89,scattered clouds
304,Touros,BR,-5.1989,-35.4608,76.59,78,34,13.96,scattered clouds
305,Kormilovka,RU,55.0026,74.1028,69.24,59,100,7.38,overcast clouds
306,Den Helder,NL,52.9599,4.7593,59.97,70,100,7.0,overcast clouds
307,Ipixuna,BR,-1.7625,-48.8043,81.43,72,92,3.96,overcast clouds
308,Bezdan,RS,45.8502,18.9259,73.38,34,100,6.87,overcast clouds
309,Saint George,US,37.1041,-113.5841,98.44,35,16,4.0,few clouds
310,Half Moon Bay,US,37.4636,-122.4286,85.91,69,40,8.05,scattered clouds
311,Dodge City,US,37.7528,-100.0171,90.68,50,99,5.01,overcast clouds
312,Beloit,US,42.5084,-89.0318,84.29,60,75,16.11,broken clouds
313,Alice Town,BS,25.7167,-79.3,83.66,75,38,13.2,scattered clouds
314,Nome,US,64.5011,-165.4064,51.17,86,100,5.59,overcast clouds
315,Qaqortoq,GL,60.7167,-46.0333,43.47,83,36,4.03,scattered clouds
316,Akyab,MM,20.15,92.9,81.86,82,100,7.02,overcast clouds
317,Norman Wells,CA,65.282,-126.8329,67.48,38,98,0.6,overcast clouds
318,Ambanja,MG,-13.6833,48.45,70.36,89,93,1.21,light rain
319,Lujiang,CN,31.2581,117.2817,81.21,89,100,1.1,overcast clouds
320,Zelenogorskiy,RU,55.0333,87.0,54.28,91,8,1.99,clear sky
321,Bonavista,CA,48.6499,-53.1147,62.8,93,52,11.16,moderate rain
322,Dhidhdhoo,MV,6.8833,73.1,81.05,78,25,14.56,scattered clouds
323,Cabedelo,BR,-6.9811,-34.8339,75.52,79,26,11.9,scattered clouds
324,Vostok,RU,46.4856,135.8833,64.98,93,95,2.64,overcast clouds
325,Bourail,NC,-21.5667,165.4833,69.82,78,100,3.67,overcast clouds
326,Alugan,PH,12.2188,125.4808,77.14,92,100,6.06,overcast clouds
327,Peace River,CA,56.2501,-117.286,88.11,35,75,8.05,broken clouds
328,Sechura,PE,-5.5569,-80.8222,75.63,59,18,16.2,few clouds
329,Nuuk,GL,64.1835,-51.7216,45.88,81,40,10.36,scattered clouds
330,Jiuquan,CN,39.7432,98.5174,77.36,13,41,8.12,scattered clouds
331,Pontianak,ID,-0.0333,109.3333,76.98,94,75,2.3,broken clouds
332,Ziro,IN,27.6333,93.8333,59.38,98,97,0.25,overcast clouds
333,Bol,TD,13.4586,14.7147,77.11,83,99,17.4,overcast clouds
334,Ancud,CL,-41.8697,-73.8203,52.23,85,16,4.99,few clouds
335,Seminole,US,28.7086,-81.2081,96.51,52,20,1.99,few clouds
336,Kukushtan,RU,57.6464,56.4952,55.02,77,45,3.71,scattered clouds
337,Lorengau,PG,-2.0226,147.2712,81.99,76,33,9.71,scattered clouds
338,Brokopondo,SR,4.75,-55.1667,81.43,78,96,2.01,overcast clouds
339,Keti Bandar,PK,24.1447,67.4497,81.9,83,100,13.42,overcast clouds
340,Saint Anthony,US,45.0205,-93.218,83.34,46,29,4.0,scattered clouds
341,Yeniseysk,RU,58.4497,92.1703,54.18,94,50,2.98,scattered clouds
342,Tura,IN,25.5198,90.2201,75.29,88,95,3.69,overcast clouds
343,Mahonda,TZ,-6.45,39.4667,75.72,79,31,14.92,scattered clouds
344,Amahai,ID,-3.3333,128.9167,76.6,91,90,9.01,overcast clouds
345,Chapais,CA,49.7834,-74.8492,65.64,77,98,10.22,overcast clouds
346,Aitape,PG,-3.1374,142.3475,77.22,88,13,5.14,few clouds
347,San Rafael Del Sur,NI,11.8485,-86.4384,85.55,63,73,4.36,broken clouds
348,Knysna,ZA,-34.0363,23.0471,55.15,83,0,5.61,clear sky
349,Srednekolymsk,RU,67.45,153.6833,44.89,62,95,8.86,overcast clouds
350,Dingle,PH,10.9995,122.6711,75.78,89,93,2.57,overcast clouds
351,Burns Lake,CA,54.2331,-125.7533,89.31,30,1,3.98,clear sky
352,Kingaroy,AU,-26.5333,151.8333,40.73,82,7,4.36,clear sky
353,Tiruchchendur,IN,8.4833,78.1167,80.24,78,95,12.64,overcast clouds
354,Arnes,NO,60.1211,11.4663,59.88,64,10,4.65,clear sky
355,Husavik,IS,66.0449,-17.3389,59.45,72,99,16.26,overcast clouds
356,Zhigalovo,RU,54.8097,105.1578,55.72,96,100,7.05,moderate rain
357,Villa Constitucion,AR,-33.2278,-60.3297,63.99,76,94,10.69,overcast clouds
358,Matadi,CD,-5.8167,13.45,71.87,79,53,7.96,broken clouds
359,Rawah,IQ,34.4816,41.9093,91.76,13,0,9.8,clear sky
360,Iberia,US,29.9502,-91.7507,88.99,74,100,10.36,overcast clouds
361,Clarence Town,AU,-32.5833,151.7833,50.86,87,2,4.88,clear sky
362,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,83,20,18.41,few clouds
363,Tsiroanomandidy,MG,-18.7667,46.0333,65.17,56,69,2.08,broken clouds
364,Prince Rupert,CA,54.3161,-130.3201,68.14,76,49,6.73,scattered clouds
365,Boca Do Acre,BR,-8.7522,-67.3978,94.19,30,52,0.83,broken clouds
366,Ulaanbaatar,MN,47.9077,106.8832,51.78,68,99,4.09,overcast clouds
367,Sinegorye,RU,62.0788,150.477,53.89,52,40,3.65,scattered clouds
368,Keetmanshoop,NA,-26.5833,18.1333,52.68,29,0,0.81,clear sky
369,Pemangkat,ID,1.1667,108.9667,76.82,90,100,5.37,overcast clouds
370,Barra Do Garcas,BR,-15.89,-52.2567,82.4,24,0,3.11,clear sky
371,Englewood,US,39.6478,-104.9878,92.41,39,45,4.0,scattered clouds
372,Mandurah,AU,-32.55,115.7,57.45,54,32,10.18,scattered clouds
373,Salcininkai,LT,54.3,25.3833,60.89,90,5,2.42,clear sky
374,Tepalcatepec,MX,19.1833,-102.85,84.58,60,100,0.74,overcast clouds
375,Cabo San Lucas,MX,22.8909,-109.9124,93.61,67,13,2.93,few clouds
376,Shimoda,JP,34.6667,138.95,82.11,90,92,6.2,overcast clouds
377,Itarema,BR,-2.9248,-39.9167,79.11,77,91,15.41,overcast clouds
378,Hamilton,US,39.1834,-84.5333,84.88,78,78,12.64,broken clouds
379,Karasburg,NA,-28.0167,18.75,53.83,42,0,9.13,clear sky
380,Valparaiso,CL,-33.0393,-71.6273,60.44,79,40,9.22,scattered clouds
381,Mandalgovi,MN,45.7625,106.2708,59.9,52,100,13.02,moderate rain
382,Turukhansk,RU,65.8167,87.9833,61.34,64,97,6.38,overcast clouds
383,Guadalupe Y Calvo,MX,26.1,-106.9667,65.48,73,99,4.21,overcast clouds
384,Shatalovo,RU,54.334,32.4465,60.28,94,100,3.62,overcast clouds
385,Kaili,ID,-3.4626,120.2147,66.18,94,80,2.75,broken clouds
386,Buenos Aires,AR,-34.6132,-58.3772,64.98,94,100,13.8,overcast clouds
387,Ozernovskiy,RU,51.5,156.5167,53.96,93,86,8.72,overcast clouds
388,Tigil,RU,57.8,158.6667,54.52,95,100,6.17,light rain
389,Constitucion,CL,-35.3333,-72.4167,54.12,72,2,2.84,clear sky
390,Puerto Escondido,MX,15.85,-97.0667,81.72,83,100,8.34,overcast clouds
391,Fenoarivo,MG,-18.933,47.4354,53.67,82,75,2.3,broken clouds
392,Alibag,IN,18.6411,72.8792,80.67,86,100,2.73,overcast clouds
393,Wukari,NG,7.85,9.7833,71.78,96,98,3.98,overcast clouds
394,Vila Velha,BR,-20.3297,-40.2925,72.95,77,0,6.31,clear sky
395,Ola,RU,59.5833,151.2833,58.26,77,97,3.76,overcast clouds
396,Sobolevo,RU,54.4299,31.8996,60.94,93,100,3.29,overcast clouds
397,Graciano Sanchez,MX,23.9167,-99.2833,97.79,31,100,11.52,overcast clouds
398,Neuquen,AR,-38.9516,-68.0591,53.17,49,1,14.03,clear sky
399,Adrar,MR,20.5022,-10.0711,104.36,9,4,16.62,clear sky
400,Necochea,AR,-38.5473,-58.7368,51.13,96,95,8.25,overcast clouds
401,Mayo,US,38.8876,-76.5119,90.72,80,100,3.0,overcast clouds
402,Abu Dhabi,AE,24.4667,54.3667,89.71,69,0,6.91,clear sky
403,Sept-Iles,CA,50.2001,-66.3821,67.05,76,74,3.0,broken clouds
404,Katsuura,JP,35.1333,140.3,79.39,91,100,11.1,overcast clouds
405,Strezhevoy,RU,60.7333,77.5889,54.03,78,100,7.56,overcast clouds
406,Shima,CN,24.4478,117.8111,77.45,86,67,1.79,broken clouds
407,Khor,RU,47.8861,134.9464,68.47,95,87,3.67,overcast clouds
408,New Richmond,US,45.123,-92.5366,80.83,39,40,13.8,scattered clouds
409,Sola,VU,-13.8833,167.55,80.31,77,100,11.23,overcast clouds
410,San Andres,CO,12.5847,-81.7006,82.49,75,17,14.25,few clouds
411,Eureka,US,40.8021,-124.1637,73.2,72,55,4.0,broken clouds
412,Codrington,AU,-38.2667,141.9667,43.79,82,59,5.95,broken clouds
413,Grafton,US,42.207,-71.6856,86.0,43,100,1.01,overcast clouds
414,Yaan,NG,7.3833,8.5667,72.25,95,97,4.32,overcast clouds
415,Pacific Grove,US,36.6177,-121.9166,78.21,78,20,9.22,few clouds
416,Kemijarvi,FI,66.7131,27.4306,56.57,94,46,9.19,scattered clouds
417,Roros,NO,62.5747,11.3842,44.44,81,100,4.61,overcast clouds
418,Port Blair,IN,11.6667,92.75,81.3,80,73,3.15,broken clouds
419,Gejiu,CN,23.306,103.1635,58.44,91,100,1.28,overcast clouds
420,Storsteinnes,NO,69.2408,19.2344,48.85,95,100,6.24,light rain
421,Honiara,SB,-9.4333,159.95,78.75,81,85,4.07,overcast clouds
422,Eydhafushi,MV,5.1033,73.0708,81.97,75,100,15.26,overcast clouds
423,Verkhnyaya Inta,RU,65.9811,60.3094,56.32,63,94,8.32,overcast clouds
424,Taltal,CL,-25.4,-70.4833,62.6,75,90,4.52,overcast clouds
425,Gorontalo,ID,0.5412,123.0595,73.87,95,71,2.68,broken clouds
426,Ratnagiri,IN,16.9833,73.3,79.39,88,98,6.67,overcast clouds
427,Owensboro,US,37.7742,-87.1133,91.17,58,58,7.11,broken clouds
428,Hambantota,LK,6.1241,81.1185,78.53,82,96,5.28,overcast clouds
429,Santa Cruz De La Palma,ES,28.6835,-17.7642,73.54,83,20,18.41,few clouds
430,Gazanjyk,TM,39.2446,55.5154,90.61,29,94,13.87,light rain
431,Magadan,RU,59.5667,150.8,58.3,79,97,4.74,overcast clouds
432,Saint-Augustin,CA,51.226,-58.6502,65.26,76,94,3.36,overcast clouds
433,Inhambane,MZ,-23.865,35.3833,64.72,75,0,5.46,clear sky
434,Tacoronte,ES,28.4769,-16.4102,78.13,82,40,17.27,scattered clouds
435,Naze,JP,28.3667,129.4833,77.92,82,100,19.39,heavy intensity rain
436,Kigali,RW,-1.95,30.0588,71.08,49,40,3.44,scattered clouds
437,Bosobolo,CD,4.1833,19.9,70.83,96,93,1.95,light rain
438,Viedma,AR,-40.8135,-62.9967,48.29,90,100,16.08,overcast clouds
439,Kiama,AU,-34.6833,150.8667,54.37,71,0,9.13,clear sky
440,Sur,OM,22.5667,59.5289,81.64,73,22,18.95,few clouds
441,Yarmouth,US,41.7057,-70.2286,83.08,54,0,11.5,clear sky
442,Tokmak,UA,47.2514,35.7058,73.27,52,93,3.71,overcast clouds
443,Susangerd,IR,31.5608,48.1831,96.96,8,22,10.8,few clouds
444,The Valley,AI,18.217,-63.0578,85.82,73,1,18.07,clear sky
445,Kushmurun,KZ,52.4503,64.6311,62.06,83,37,15.99,scattered clouds
446,Codajas,BR,-3.8367,-62.0569,90.18,46,19,1.86,few clouds
447,Trinidad,BO,-14.8333,-64.9,94.6,26,18,4.07,few clouds
448,Rosignano Marittimo,IT,43.4079,10.4729,77.88,82,0,6.82,clear sky
449,Gannan,CN,47.9147,123.5031,69.24,94,100,2.91,overcast clouds
450,Wheatley,GB,51.7473,-1.1394,65.35,64,0,2.3,clear sky
451,Mantua,IT,45.1667,10.7833,79.84,74,63,1.01,broken clouds
452,Basco,PH,20.4487,121.9702,85.23,75,97,10.31,overcast clouds
453,Severnyy,RU,50.677,36.5532,73.44,60,0,2.24,clear sky
454,Guerrero Negro,MX,27.9769,-114.0611,79.68,52,44,13.35,scattered clouds
455,Cary,US,35.7915,-78.7811,94.75,70,97,1.99,overcast clouds
456,Mount Isa,AU,-20.7333,139.5,46.17,46,0,0.0,clear sky
457,Sangar,RU,63.9242,127.4739,68.25,73,2,1.01,clear sky
458,Braunau,CZ,50.5857,16.3318,61.3,65,61,2.15,broken clouds
459,Danilovka,RU,50.3557,44.1168,70.43,69,39,5.01,scattered clouds
460,Danville,US,36.586,-79.395,91.02,71,40,14.0,scattered clouds
461,Ambatofinandrahana,MG,-20.55,46.8,52.12,83,0,3.4,clear sky
462,Jinxiang,CN,27.4327,120.6062,77.85,89,65,4.63,broken clouds
463,Narsaq,GL,60.9167,-46.05,55.62,80,19,5.93,few clouds
464,San Cristobal,VE,7.7669,-72.225,75.92,73,47,5.19,scattered clouds
465,Cayenne,GF,4.9333,-52.3333,79.09,1,0,3.44,clear sky
466,Mitchell,US,43.7094,-98.0298,73.38,78,75,5.75,broken clouds
467,Ugoofaaru,MV,5.6667,73.0,81.82,74,86,15.57,moderate rain
468,Nanortalik,GL,60.1432,-45.2371,44.58,82,71,5.5,broken clouds
469,Yumen,CN,40.2833,97.2,77.94,15,57,6.29,broken clouds
470,Soma,TR,39.1855,27.6094,72.18,47,0,6.98,clear sky
471,Whitehorse,CA,60.7161,-135.0538,61.11,67,100,0.0,overcast clouds
472,Coihaique,CL,-45.5752,-72.0662,39.2,94,94,9.1,overcast clouds
473,Kidal,ML,18.4411,1.4078,98.2,19,2,11.12,clear sky
474,Zhigansk,RU,66.7697,123.3711,68.94,63,10,3.96,clear sky
475,Salar,ES,37.1499,-4.0191,81.09,23,0,2.71,clear sky
476,Teknaf,BD,20.8624,92.3058,80.2,85,100,5.12,overcast clouds
477,Katima Mulilo,NA,-17.5,24.2667,57.16,42,0,6.04,clear sky
478,Tamandare,BR,-8.7597,-35.1047,73.67,85,37,7.67,scattered clouds
479,Lexington Park,US,38.2668,-76.4538,87.73,75,75,6.91,broken clouds
480,Chicama,PE,-7.8447,-79.1469,69.67,69,26,10.13,scattered clouds
481,Sapernoye,RU,60.7167,29.9505,61.66,92,94,4.76,overcast clouds
482,Wajir,KE,1.7471,40.0573,76.23,52,75,17.98,broken clouds
483,Novo Cruzeiro,BR,-17.4681,-41.8753,59.88,77,6,2.91,clear sky
484,Dharchula,IN,29.85,80.5333,72.18,97,100,0.98,overcast clouds
485,Filotion,GR,37.05,25.5,77.23,57,0,8.3,clear sky
486,Nuevo Progreso,MX,23.1667,-97.95,85.46,49,57,16.91,broken clouds
487,Dali,CN,25.7,100.1833,61.27,95,82,3.29,light rain
488,Samarai,PG,-10.6167,150.6667,78.01,88,100,15.1,overcast clouds
489,Rundu,NA,-17.9333,19.7667,60.22,31,12,6.89,few clouds
490,Chuy,UY,-33.6971,-53.4616,59.95,96,98,6.24,overcast clouds
491,Ghogha,IN,21.6833,72.2833,82.15,80,100,10.09,overcast clouds
492,Sistranda,NO,63.7256,8.834,49.96,73,100,13.62,overcast clouds
493,Doctor Juan Manuel Frutos,PY,-25.3667,-55.8,75.06,55,92,2.37,overcast clouds
494,Putina,PE,-15.4667,-69.4333,52.63,34,5,11.18,clear sky
495,Mehamn,NO,71.0357,27.8492,53.51,100,100,10.36,light intensity drizzle
496,Saldanha,ZA,-33.0117,17.9442,56.1,75,0,5.3,clear sky
497,Makakilo City,US,21.3469,-158.0858,83.68,57,87,15.59,overcast clouds
498,Port-Cartier,CA,50.0334,-66.8654,66.74,62,98,6.11,overcast clouds
499,Kungurtug,RU,50.5994,97.5228,46.35,96,97,0.72,overcast clouds
500,Kichera,RU,55.9375,110.0997,54.82,98,92,1.63,overcast clouds
501,Raga,SS,8.4596,25.678,69.22,98,87,4.23,light rain
502,Livingston,GB,55.9029,-3.5226,58.12,80,0,8.05,clear sky
503,Fort-Shevchenko,KZ,44.5086,50.263,78.49,63,100,7.34,light rain
504,Ayan,RU,56.45,138.1667,59.79,84,96,6.8,overcast clouds
505,Barcelos,PT,41.5388,-8.6151,67.84,75,39,6.93,scattered clouds
506,Orchard Homes,US,46.8633,-114.0484,96.94,26,0,12.66,clear sky
507,Powell,US,40.1578,-83.0752,83.84,78,100,5.75,overcast clouds
508,Xihe,CN,31.6864,113.4659,78.4,94,99,1.95,overcast clouds
509,Skowhegan,US,44.7651,-69.7192,85.15,51,62,3.83,broken clouds
510,Yar-Sale,RU,66.8333,70.8333,53.78,64,0,9.33,clear sky
511,Wanning,CN,18.8003,110.3967,78.28,91,96,5.41,overcast clouds
512,Ordynskoye,RU,54.3656,81.8994,63.57,80,85,3.67,overcast clouds
513,Dudinka,RU,69.4058,86.1778,51.35,82,73,7.09,broken clouds
514,Kasongo-Lunda,CD,-6.4667,16.8167,72.77,27,79,0.25,broken clouds
515,Dolores,AR,-36.3132,-57.6792,57.63,97,100,6.02,overcast clouds
516,Puerto Del Rosario,ES,28.5004,-13.8627,78.55,53,0,12.66,clear sky
517,Jacareacanga,BR,-6.2222,-57.7528,91.47,33,67,1.68,broken clouds
518,Meru,KE,0.0463,37.6559,60.6,77,93,7.36,overcast clouds
519,Xiashi,CN,30.5363,120.6864,77.02,80,36,3.04,scattered clouds
520,Bako,ET,5.7833,36.5667,66.09,59,94,3.13,overcast clouds
521,Biak,ID,-0.9131,122.8766,74.55,91,98,6.93,overcast clouds
522,Macon,US,39.8667,-88.9668,85.75,87,99,9.57,overcast clouds
523,Berlevag,NO,70.8578,29.0864,60.6,94,75,16.11,broken clouds
524,Camacha,PT,33.0833,-16.3333,67.42,83,40,13.8,scattered clouds
525,Broken Hill,AU,-31.95,141.4333,41.16,73,85,1.7,overcast clouds
526,Sorland,NO,67.667,12.6934,49.86,83,94,16.55,overcast clouds
527,Kemerovo,RU,55.3333,86.0833,62.29,82,0,2.24,clear sky
528,Morondava,MG,-20.2833,44.2833,70.02,73,0,12.86,clear sky
529,Lincoln,US,40.8,-96.667,91.29,40,2,4.0,clear sky
530,Tondano,ID,1.3038,124.9112,68.09,96,100,2.8,overcast clouds
531,Boksitogorsk,RU,59.474,33.8485,62.6,97,99,3.4,overcast clouds
532,Laem Sing,TH,12.4816,102.0738,83.97,100,97,4.79,overcast clouds
533,Ahuimanu,US,21.4447,-157.8378,85.75,63,40,11.5,scattered clouds
534,Evensk,RU,61.95,159.2333,52.38,63,100,9.22,overcast clouds
535,Santander Jimenez,MX,24.2167,-98.4667,99.88,31,99,17.83,overcast clouds
536,San Ignacio,BZ,17.1561,-89.0714,85.71,61,95,8.63,overcast clouds
537,Winkler,CA,49.1817,-97.941,68.22,60,67,14.97,light rain
538,Beira,MZ,-19.8436,34.8389,66.29,68,0,4.61,clear sky
539,Aswan,EG,24.0934,32.907,89.83,14,14,9.28,few clouds
540,Urbano Santos,BR,-3.2078,-43.4036,80.89,62,99,3.22,overcast clouds
541,Goderich,CA,43.7501,-81.7165,76.91,85,45,14.03,scattered clouds
542,Oktyabrskoye,RU,43.0645,44.7417,59.14,100,80,4.47,broken clouds
543,Ahipara,NZ,-35.1667,173.1667,58.21,90,21,18.07,few clouds
544,Keflavik,IS,64.0049,-22.5624,50.43,100,100,23.02,mist
545,Vallenar,CL,-28.5708,-70.7581,70.0,36,42,4.36,scattered clouds
546,Yashkul,RU,46.1711,45.3435,69.93,76,100,1.32,overcast clouds
547,Isangel,VU,-19.55,169.2667,76.01,85,76,12.21,broken clouds
548,Qui Nhon,VN,13.7667,109.2333,77.99,88,87,3.69,overcast clouds
549,Koslan,RU,63.4564,48.8989,57.18,66,84,5.68,broken clouds
550,Zalesovo,RU,53.9939,84.7431,59.04,89,100,1.7,overcast clouds
551,Pangnirtung,CA,66.1451,-65.7125,59.54,55,43,4.79,scattered clouds
552,Kungsbacka,SE,57.4872,12.0761,62.08,73,85,5.99,overcast clouds
553,Maniitsoq,GL,65.4167,-52.9,42.98,89,41,14.61,scattered clouds
